Age,Attrition,Department,Education,EmployeeId,JobRole,JobSatisfaction,MonthlyIncome,OverTime,YearsAtCompany
53,No,Research & Development,Medical,1689,Healthcare Representative,4,7005,No,4
48,Yes,Sales,Medical,1691,Sales Representative,3,2655,Yes,9
32,Yes,Research & Development,Life Sciences,1692,Laboratory Technician,2,1393,No,1
26,No,Research & Development,Medical,1693,Laboratory Technician,4,2570,No,7
55,No,Research & Development,Technical Degree,1694,Research Scientist,2,3537,No,4
34,No,Research & Development,Medical,1696,Laboratory Technician,4,3986,No,15
60,No,Research & Development,Medical,1697,Healthcare Representative,4,10883,No,1
33,No,Research & Development,Medical,1698,Laboratory Technician,2,2028,No,14
37,No,Sales,Medical,1700,Sales Executive,4,9525,No,6
34,No,Research & Development,Life Sciences,1701,Research Scientist,4,2929,No,10
23,Yes,Sales,Life Sciences,1702,Sales Representative,4,2275,Yes,3
44,No,Research & Development,Life Sciences,1703,Healthcare Representative,4,7879,Yes,8
35,No,Research & Development,Medical,1704,Research Scientist,4,4930,Yes,5
43,No,Sales,Medical,1706,Sales Executive,4,7847,Yes,10
24,No,Research & Development,Medical,1707,Research Scientist,3,4401,No,5
41,No,Sales,Marketing,1708,Sales Executive,3,9241,No,10
29,No,Research & Development,Medical,1709,Laboratory Technician,3,2974,No,5
36,No,Sales,Life Sciences,1710,Sales Representative,4,4502,No,13
45,No,Research & Development,Life Sciences,1712,Healthcare Representative,3,10748,No,23
24,Yes,Human Resources,Human Resources,1714,Human Resources,3,1555,No,1
47,Yes,Sales,Life Sciences,1716,Sales Executive,3,12936,No,23
26,No,Research & Development,Medical,1718,Laboratory Technician,3,2305,No,3
45,No,Research & Development,Technical Degree,1719,Research Director,2,16704,No,21
32,No,Research & Development,Life Sciences,1720,Research Scientist,3,3433,No,5
31,No,Research & Development,Life Sciences,1721,Laboratory Technician,3,3477,No,5
41,No,Human Resources,Human Resources,1722,Human Resources,2,6430,No,3
40,No,Research & Development,Life Sciences,1724,Manufacturing Director,1,6516,Yes,1
24,No,Research & Development,Medical,1725,Laboratory Technician,1,3907,No,6
46,No,Research & Development,Life Sciences,1727,Healthcare Representative,2,5562,No,10
35,No,Research & Development,Life Sciences,1728,Manufacturing Director,3,6883,No,7
30,No,Research & Development,Life Sciences,1729,Research Scientist,4,2862,No,10
47,No,Sales,Marketing,1731,Sales Executive,2,4978,No,1
46,No,Sales,Life Sciences,1732,Sales Executive,4,10368,Yes,10
36,Yes,Sales,Marketing,1733,Sales Executive,1,6134,Yes,2
32,Yes,Sales,Life Sciences,1734,Sales Executive,2,6735,No,0
23,No,Research & Development,Medical,1735,Laboratory Technician,2,3295,No,3
31,No,Research & Development,Technical Degree,1736,Manufacturing Director,4,5238,No,5
39,No,Research & Development,Life Sciences,1737,Laboratory Technician,4,6472,Yes,9
32,No,Sales,Life Sciences,1739,Sales Executive,3,9610,No,4
40,No,Sales,Medical,1740,Manager,2,19833,No,21
45,No,Human Resources,Life Sciences,1744,Human Resources,3,9756,No,5
30,No,Research & Development,Technical Degree,1745,Research Scientist,1,4968,No,9
24,No,Human Resources,Medical,1746,Human Resources,4,2145,No,2
30,Yes,Human Resources,Human Resources,1747,Human Resources,4,2180,No,4
31,No,Sales,Technical Degree,1749,Sales Executive,3,8346,No,5
27,No,Research & Development,Medical,1751,Research Scientist,4,3445,No,6
29,Yes,Sales,Marketing,1752,Sales Representative,2,2760,No,2
29,No,Research & Development,Life Sciences,1753,Healthcare Representative,3,6294,Yes,3
30,No,Sales,Marketing,1754,Sales Executive,1,7140,No,7
34,No,Research & Development,Medical,1755,Research Scientist,4,2932,Yes,5
33,No,Sales,Marketing,1756,Sales Executive,2,5147,No,11
49,No,Sales,Marketing,1757,Sales Executive,4,4507,No,5
33,Yes,Sales,Life Sciences,1758,Sales Executive,1,8564,Yes,0
38,No,Research & Development,Medical,1760,Laboratory Technician,2,2468,No,6
31,Yes,Sales,Marketing,1761,Sales Executive,3,8161,No,1
29,No,Research & Development,Technical Degree,1762,Research Scientist,1,2109,No,1
30,No,Research & Development,Life Sciences,1763,Healthcare Representative,3,5294,No,7
32,No,Research & Development,Technical Degree,1764,Research Scientist,2,2718,No,7
38,No,Research & Development,Medical,1766,Healthcare Representative,4,5811,Yes,1
43,Yes,Research & Development,Technical Degree,1767,Research Scientist,3,2437,Yes,1
42,No,Research & Development,Medical,1768,Laboratory Technician,2,2766,No,5
55,No,Research & Development,Medical,1770,Research Director,1,19038,No,1
33,No,Research & Development,Technical Degree,1771,Research Scientist,2,3055,No,9
41,No,Research & Development,Life Sciences,1772,Laboratory Technician,1,2289,No,5
34,No,Sales,Life Sciences,1774,Sales Executive,3,4001,Yes,15
53,No,Research & Development,Medical,1775,Manufacturing Director,3,12965,Yes,3
43,No,Human Resources,Life Sciences,1778,Human Resources,4,3539,No,9
34,No,Sales,Life Sciences,1779,Sales Executive,4,6029,No,2
21,Yes,Sales,Marketing,1780,Sales Representative,2,2679,No,1
38,No,Research & Development,Other,1782,Laboratory Technician,3,3702,No,5
22,Yes,Research & Development,Medical,1783,Laboratory Technician,1,2398,Yes,1
31,No,Sales,Marketing,1784,Sales Executive,4,5468,No,12
51,No,Research & Development,Technical Degree,1786,Manager,3,13116,No,2
37,No,Sales,Marketing,1787,Sales Executive,2,4189,No,5
46,No,Research & Development,Medical,1789,Research Director,4,19328,Yes,2
36,No,Research & Development,Life Sciences,1790,Healthcare Representative,1,8321,Yes,12
44,Yes,Research & Development,Medical,1792,Research Scientist,2,2342,Yes,5
37,No,Human Resources,Other,1794,Human Resources,2,4071,No,10
35,Yes,Sales,Life Sciences,1797,Sales Executive,4,5813,Yes,10
33,No,Research & Development,Life Sciences,1798,Research Scientist,1,3143,No,10
28,No,Research & Development,Life Sciences,1799,Research Scientist,4,2044,No,5
39,No,Research & Development,Medical,1800,Research Director,3,13464,No,4
46,No,Sales,Life Sciences,1801,Sales Executive,2,7991,No,2
40,No,Research & Development,Life Sciences,1802,Laboratory Technician,1,3377,No,4
42,No,Research & Development,Medical,1803,Healthcare Representative,1,5538,No,0
35,No,Research & Development,Medical,1804,Manufacturing Director,4,5762,No,7
38,No,Human Resources,Human Resources,1805,Human Resources,2,2592,No,11
34,Yes,Research & Development,Life Sciences,1807,Laboratory Technician,1,5346,No,7
37,Yes,Research & Development,Medical,1809,Manufacturing Director,1,4213,No,10
39,No,Sales,Life Sciences,1812,Sales Executive,4,4127,No,2
43,No,Research & Development,Life Sciences,1813,Research Scientist,3,2438,No,3
41,No,Research & Development,Life Sciences,1814,Healthcare Representative,2,6870,No,3
41,No,Sales,Marketing,1815,Sales Executive,3,10447,Yes,22
30,No,Research & Development,Medical,1816,Manufacturing Director,3,9667,No,7
26,Yes,Human Resources,Medical,1818,Human Resources,2,2148,Yes,5
46,Yes,Research & Development,Medical,1821,Healthcare Representative,2,8926,No,9
40,No,Research & Development,Life Sciences,1822,Healthcare Representative,4,6513,No,5
34,No,Sales,Technical Degree,1823,Sales Executive,3,6799,No,10
58,No,Sales,Medical,1824,Manager,2,16291,No,16
35,No,Research & Development,Medical,1826,Laboratory Technician,3,2705,No,5
47,No,Research & Development,Life Sciences,1827,Manufacturing Director,2,10333,Yes,22
40,No,Research & Development,Life Sciences,1829,Healthcare Representative,1,4448,No,7
54,No,Research & Development,Medical,1830,Research Scientist,4,6854,No,7
31,No,Sales,Marketing,1833,Sales Executive,1,9637,No,3
28,No,Research & Development,Medical,1834,Research Scientist,1,3591,No,3
38,No,Sales,Marketing,1835,Sales Representative,4,5405,Yes,4
26,No,Sales,Medical,1836,Sales Executive,4,4684,No,5
58,No,Research & Development,Life Sciences,1837,Research Director,3,15787,Yes,2
18,No,Research & Development,Medical,1839,Research Scientist,3,1514,No,0
31,Yes,Human Resources,Human Resources,1842,Human Resources,1,2956,No,1
29,Yes,Human Resources,Human Resources,1844,Human Resources,1,2335,Yes,2
45,No,Sales,Life Sciences,1845,Sales Executive,3,5154,No,8
36,No,Research & Development,Other,1847,Research Scientist,2,6962,Yes,1
43,No,Sales,Life Sciences,1849,Sales Executive,4,5675,No,7
27,No,Research & Development,Life Sciences,1850,Laboratory Technician,4,2379,Yes,5
29,No,Research & Development,Medical,1852,Laboratory Technician,4,3812,No,11
32,No,Sales,Marketing,1853,Sales Executive,4,4648,No,0
42,No,Research & Development,Technical Degree,1854,Research Scientist,3,2936,No,6
47,No,Research & Development,Life Sciences,1856,Laboratory Technician,3,2105,No,2
46,No,Research & Development,Life Sciences,1857,Manufacturing Director,4,8578,No,9
28,No,Human Resources,Life Sciences,1858,Human Resources,4,2706,No,3
29,No,Research & Development,Life Sciences,1859,Healthcare Representative,3,6384,No,7
42,No,Research & Development,Life Sciences,1860,Laboratory Technician,3,3968,No,0
32,Yes,Sales,Marketing,1862,Sales Executive,2,9907,Yes,2
46,No,Sales,Technical Degree,1863,Sales Executive,1,13225,No,19
27,No,Sales,Medical,1864,Sales Representative,3,3540,No,9
29,No,Human Resources,Medical,1865,Human Resources,2,2804,No,1
43,No,Research & Development,Medical,1866,Manager,3,19392,No,16
48,No,Research & Development,Life Sciences,1867,Research Director,2,19665,No,22
29,Yes,Research & Development,Life Sciences,1868,Research Scientist,4,2439,Yes,1
46,Yes,Sales,Life Sciences,1869,Sales Executive,2,7314,No,8
27,No,Research & Development,Life Sciences,1870,Research Scientist,1,4774,No,7
39,No,Research & Development,Other,1871,Research Scientist,4,3902,No,2
55,No,Research & Development,Technical Degree,1873,Research Scientist,4,2662,No,5
28,No,Sales,Medical,1875,Sales Representative,2,2856,No,1
30,Yes,Sales,Medical,1876,Sales Representative,4,1081,No,1
22,Yes,Research & Development,Life Sciences,1878,Research Scientist,2,2472,Yes,1
36,No,Sales,Technical Degree,1880,Sales Executive,3,5673,Yes,10
31,No,Research & Development,Life Sciences,1881,Laboratory Technician,3,4197,No,10
34,No,Sales,Life Sciences,1882,Sales Executive,4,9713,Yes,5
29,No,Research & Development,Life Sciences,1883,Laboratory Technician,1,2062,No,3
37,No,Research & Development,Medical,1885,Research Scientist,1,4284,Yes,5
35,No,Research & Development,Other,1886,Manufacturing Director,2,4788,Yes,3
45,No,Research & Development,Life Sciences,1888,Manufacturing Director,4,5906,No,9
36,No,Human Resources,Human Resources,1890,Human Resources,4,3886,No,10
40,No,Research & Development,Life Sciences,1892,Manager,1,16823,No,19
26,No,Research & Development,Life Sciences,1893,Research Scientist,3,2933,Yes,1
27,No,Sales,Medical,1898,Sales Executive,3,6500,No,8
48,No,Research & Development,Medical,1900,Manager,4,17174,No,22
44,No,Research & Development,Life Sciences,1903,Healthcare Representative,1,5033,No,2
34,Yes,Research & Development,Technical Degree,1905,Research Scientist,1,2307,Yes,5
56,Yes,Research & Development,Life Sciences,1907,Laboratory Technician,4,2587,No,4
36,No,Sales,Marketing,1908,Sales Executive,2,5507,No,4
41,No,Sales,Marketing,1909,Sales Executive,2,4393,No,5
42,No,Research & Development,Medical,1911,Research Director,1,13348,No,13
31,No,Sales,Medical,1912,Sales Executive,4,6583,Yes,5
34,No,Sales,Medical,1915,Sales Executive,4,8103,Yes,4
31,No,Research & Development,Medical,1916,Laboratory Technician,3,3978,No,2
26,No,Research & Development,Other,1918,Laboratory Technician,4,2544,No,7
45,No,Research & Development,Medical,1922,Healthcare Representative,3,5399,No,4
33,No,Sales,Marketing,1924,Sales Executive,3,5487,No,10
28,No,Sales,Life Sciences,1927,Sales Executive,4,6834,Yes,7
29,Yes,Sales,Technical Degree,1928,Sales Representative,1,1091,No,1
39,No,Sales,Life Sciences,1929,Sales Executive,3,5736,No,3
27,No,Research & Development,Technical Degree,1931,Research Scientist,2,2226,No,5
34,No,Research & Development,Other,1932,Research Scientist,4,5747,Yes,15
28,Yes,Sales,Marketing,1933,Sales Executive,3,9854,Yes,2
47,No,Research & Development,Technical Degree,1934,Research Scientist,2,5467,No,8
56,No,Sales,Marketing,1935,Sales Executive,1,5380,No,0
39,No,Research & Development,Medical,1936,Manufacturing Director,1,5151,No,10
38,No,Research & Development,Medical,1937,Research Scientist,2,2133,Yes,20
58,No,Sales,Life Sciences,1938,Manager,4,17875,Yes,1
32,Yes,Research & Development,Life Sciences,1939,Research Scientist,3,2432,Yes,4
38,No,Research & Development,Life Sciences,1940,Research Scientist,4,4771,No,5
49,No,Research & Development,Life Sciences,1941,Research Director,4,19161,No,5
42,No,Sales,Marketing,1943,Sales Executive,4,5087,Yes,0
27,Yes,Human Resources,Human Resources,1944,Human Resources,2,2863,No,1
35,No,Sales,Medical,1945,Sales Executive,1,5561,No,5
28,No,Research & Development,Medical,1947,Research Scientist,3,2144,No,5
31,No,Research & Development,Medical,1948,Research Scientist,1,3065,Yes,4
36,No,Research & Development,Life Sciences,1949,Laboratory Technician,2,2810,No,5
34,No,Sales,Marketing,1950,Sales Executive,4,9888,No,14
34,No,Sales,Medical,1951,Sales Executive,3,8628,No,8
26,No,Research & Development,Medical,1952,Laboratory Technician,1,2867,No,7
29,No,Research & Development,Life Sciences,1954,Healthcare Representative,1,5373,No,5
32,No,Research & Development,Medical,1955,Healthcare Representative,4,6667,No,5
31,No,Research & Development,Life Sciences,1956,Research Scientist,1,5003,No,10
28,Yes,Research & Development,Technical Degree,1960,Laboratory Technician,4,2367,No,4
38,No,Sales,Life Sciences,1961,Sales Representative,1,2858,No,1
35,No,Sales,Life Sciences,1962,Sales Executive,4,5204,Yes,10
27,No,Sales,Marketing,1965,Sales Executive,4,4105,No,7
32,No,Research & Development,Life Sciences,1966,Manufacturing Director,4,9679,No,1
31,Yes,Sales,Marketing,1967,Sales Executive,4,5617,Yes,10
53,Yes,Sales,Life Sciences,1968,Sales Executive,1,10448,Yes,2
54,No,Research & Development,Life Sciences,1969,Research Scientist,3,2897,No,4
33,No,Research & Development,Life Sciences,1970,Healthcare Representative,3,5968,No,9
43,No,Research & Development,Life Sciences,1971,Healthcare Representative,3,7510,No,10
38,No,Human Resources,Other,1972,Human Resources,2,2991,Yes,6
55,No,Human Resources,Human Resources,1973,Manager,2,19636,Yes,10
31,No,Research & Development,Medical,1974,Laboratory Technician,4,1129,Yes,1
39,No,Sales,Marketing,1975,Sales Executive,1,13341,No,20
42,No,Research & Development,Life Sciences,1976,Research Scientist,3,4332,No,20
31,No,Research & Development,Medical,1979,Research Director,3,11031,No,11
54,No,Research & Development,Medical,1980,Manufacturing Director,1,4440,Yes,5
24,No,Research & Development,Life Sciences,1981,Healthcare Representative,3,4617,No,4
23,No,Research & Development,Other,1982,Laboratory Technician,4,2647,No,5
40,No,Research & Development,Technical Degree,1985,Laboratory Technician,3,6323,No,10
40,No,Sales,Marketing,1986,Sales Executive,2,5677,No,11
25,No,Human Resources,Human Resources,1987,Human Resources,2,2187,No,2
30,No,Research & Development,Medical,1989,Laboratory Technician,2,3748,No,12
25,No,Research & Development,Other,1992,Laboratory Technician,3,3977,Yes,2
47,No,Research & Development,Medical,1993,Healthcare Representative,3,8633,No,17
33,No,Research & Development,Medical,1994,Laboratory Technician,3,2008,No,1
38,No,Sales,Life Sciences,1995,Sales Executive,2,4440,No,15
31,No,Sales,Life Sciences,1996,Sales Representative,3,3067,No,2
38,No,Research & Development,Life Sciences,1997,Manufacturing Director,3,5321,No,8
42,No,Research & Development,Life Sciences,1998,Research Scientist,1,5410,Yes,4
41,No,Research & Development,Life Sciences,1999,Research Scientist,4,2782,No,5
47,No,Research & Development,Medical,2000,Research Director,2,11957,No,13
35,No,Research & Development,Medical,2003,Laboratory Technician,3,2660,Yes,2
22,No,Research & Development,Life Sciences,2007,Research Scientist,3,3375,No,3
35,No,Research & Development,Medical,2008,Research Scientist,3,5098,No,10
33,No,Research & Development,Medical,2009,Healthcare Representative,4,4878,Yes,9
32,No,Research & Development,Life Sciences,2010,Laboratory Technician,2,2837,No,6
40,No,Research & Development,Life Sciences,2012,Laboratory Technician,4,2406,No,1
32,No,Sales,Medical,2013,Sales Representative,2,2269,No,2
39,No,Research & Development,Life Sciences,2014,Research Scientist,4,4108,No,7
38,No,Research & Development,Medical,2015,Research Director,3,13206,No,18
32,No,Sales,Marketing,2016,Sales Executive,4,10422,No,14
37,No,Research & Development,Life Sciences,2017,Research Director,4,13744,Yes,16
25,No,Sales,Other,2018,Sales Executive,3,4907,Yes,5
52,No,Sales,Life Sciences,2019,Sales Representative,4,3482,No,9
44,No,Research & Development,Medical,2020,Research Scientist,4,2436,Yes,4
21,No,Sales,Medical,2021,Sales Representative,1,2380,Yes,2
39,No,Research & Development,Life Sciences,2022,Manager,4,19431,No,6
23,Yes,Sales,Marketing,2023,Sales Representative,1,1790,No,1
36,No,Sales,Medical,2024,Sales Executive,4,7644,No,9
36,No,Research & Development,Life Sciences,2025,Manufacturing Director,2,5131,No,4
56,No,Research & Development,Life Sciences,2026,Healthcare Representative,3,6306,No,13
29,Yes,Research & Development,Medical,2027,Research Scientist,4,4787,Yes,2
42,No,Research & Development,Life Sciences,2031,Manager,3,18880,No,22
56,Yes,Research & Development,Technical Degree,2032,Laboratory Technician,3,2339,No,10
41,No,Research & Development,Life Sciences,2034,Manufacturing Director,2,13570,No,20
34,No,Sales,Marketing,2035,Sales Executive,3,6712,No,8
36,No,Sales,Marketing,2036,Sales Executive,4,5406,No,15
41,No,Sales,Life Sciences,2037,Sales Executive,2,8938,No,5
32,No,Research & Development,Technical Degree,2038,Research Scientist,1,2439,No,4
35,No,Human Resources,Life Sciences,2040,Human Resources,4,8837,Yes,9
38,No,Sales,Life Sciences,2041,Sales Executive,4,5343,No,10
50,Yes,Sales,Life Sciences,2044,Sales Executive,3,6728,No,6
36,No,Sales,Marketing,2045,Sales Executive,4,6652,No,6
45,No,Sales,Life Sciences,2046,Sales Executive,3,4850,No,5
40,No,Research & Development,Life Sciences,2048,Research Scientist,3,2809,No,2
35,No,Research & Development,Life Sciences,2049,Healthcare Representative,3,5689,Yes,10
40,No,Research & Development,Medical,2051,Research Scientist,3,2001,No,5
35,No,Research & Development,Life Sciences,2052,Research Scientist,4,2977,No,4
29,No,Research & Development,Other,2053,Laboratory Technician,2,4025,Yes,4
29,No,Research & Development,Medical,2054,Research Scientist,1,3785,No,5
50,Yes,Sales,Marketing,2055,Sales Executive,1,10854,Yes,3
39,No,Sales,Marketing,2056,Sales Executive,4,12031,No,20
31,No,Research & Development,Medical,2057,Manufacturing Director,1,9936,No,9
26,No,Sales,Other,2060,Sales Representative,3,2966,No,4
36,No,Research & Development,Medical,2061,Laboratory Technician,4,2571,No,5
39,No,Research & Development,Medical,2062,Healthcare Representative,1,9991,No,7
27,No,Research & Development,Life Sciences,2064,Manufacturing Director,2,6142,Yes,6
49,No,Sales,Medical,2065,Sales Executive,2,5390,No,9
34,No,Research & Development,Medical,2068,Laboratory Technician,3,4404,No,4
-35,No,Research & Development,Medical,2069,Laboratory Technician,3,4404,No,4
34,No,import argparse,Life Sciences,,Healthcare Representative,3,3333,No,5
56,Yes,Sales,,,Laboratory Technician,4,3434,Yes,7
